Telephone sites
277.809452	1539.677212
267.033666	980.545283
543.693647	1179.845411
129.724864	1517.849147
1299.505292	1167.527258
1245.609181	811.264005
1702.848770	800.352764
123.938302	108.070845
1670.561231	1881.739917
1723.588780	57.439111
1585.895664	1782.613977
1373.915093	1795.431678
1981.046346	1734.539567
657.090067	1910.377257
483.814480	219.859830
580.966479	1923.338756
224.786281	1303.196104
537.526289	1436.988458
1755.042870	1747.401986
687.192506	1316.170285
983.662893	647.467695
1770.750857	1404.980324
1108.764377	1454.193557
221.474774	889.004592
1661.646998	331.155257
431.301348	763.421406
1452.661819	1611.317957
767.712203	1845.526948
1827.040616	549.033716
1583.594200	409.509443
318.842864	1482.018799
1932.934893	499.763533
1682.494095	346.406331
451.210888	882.219270
1795.583831	113.749695
884.919672	1885.917740
58.963946	1721.685309
676.356642	973.012290
1474.397365	142.574223
814.603015	808.708934
1057.143265	1222.285229
750.425616	1929.332562
811.190191	1916.523542
1731.781303	732.050706
12.840324	14.114919
796.721396	1135.729777
701.729215	373.217552
168.635191	1702.544134
902.579190	1279.002738
1705.840254	1449.950177
1812.850668	137.691511
567.736063	926.005730
872.216700	358.352964
1834.603075	432.741853
1612.308252	905.340451
1453.087382	617.040497
1696.546679	1683.986660
308.084758	203.536182
610.436578	976.402252
242.374645	654.453533
1108.372143	1800.006330
918.112827	331.047129
1991.099451	611.342178
1031.254228	1391.279406
567.088071	307.298217
1772.410177	309.603489
8.226976	14.675081
1257.152666	1333.450922
1321.400650	617.654356
1581.175960	1682.022698
1040.478427	822.915240
143.168310	1206.744318
1873.693815	769.763831
236.230373	1148.118130
773.337811	1549.739577
1218.069150	1194.362669
113.999809	1240.312878
170.229566	978.916704
1598.227356	1176.597508
198.972673	1387.843352
1447.710363	1546.491222
1424.752725	1311.855994
858.803897	1027.620658
651.009712	1004.598398
711.789956	1784.215277
284.720477	328.311976
1146.501700	1117.977868
269.191207	1322.626762
6.257446	13.315613
1514.491221	1760.075938
1190.406735	1532.155894
1101.911251	1469.689145
1061.340534	1761.577290
945.911571	1467.638877
734.750317	1221.614003
1599.742061	1463.024710
1391.914278	660.170957
1978.300347	1490.188033
-4.418486	13.553838
777.762658	664.023566
1633.572367	1744.990561
1521.840859	1750.095547
765.907979	1266.399685
1931.101288	1243.563162
1771.286085	1414.683493
911.638963	1070.625362
770.500355	1577.362613
288.066229	454.461312
1088.789399	1100.073151
635.431996	1799.488686
1651.459362	464.277246
1624.270953	1745.432049
518.124915	1052.676086
498.763579	1172.860899
195.661270	55.280804
683.214576	989.208451
945.122641	1807.656260
914.939704	58.946815
1259.557739	1065.850642
102.660191	448.667658
1978.617437	1505.659769
1306.654741	1595.441880
1410.144279	1260.097775
374.933001	1244.565383
1271.115867	1746.448359
1772.667856	1177.291050
894.410586	676.819188
