277.809452	1539.677212	[[113.92224, 1497.252133], [133.24233, 1434.489223], [106.74986, 1703.239394], [104.30419, 1291.231463], [107.95372, 1250.155847], [113.9998, 1240.312878], [1015.34458, 1620.245176], [1013.65208, 1382.846059], [1038.06165, 1606.520877], [1031.25422, 1391.279406], [1027.61752, 1370.237618], [1023.1698, 1297.994287]]
267.033666	980.545283	[[113.9998, 1240.312878], [107.95372, 1250.155847], [104.30419, 1291.231463], [133.24233, 1434.489223], [106.74986, 1703.239394], [1010.38719, 1184.783934], [1036.26161, 1047.786181], [1018.58501, 1203.884057], [1044.99946, 1196.275834], [1072.64141, 1108.814535], [1023.1698, 1297.994287], [1057.14326, 1222.285229]]
543.693647	1179.845411	[[113.9998, 1240.312878], [107.95372, 1250.155847], [104.30419, 1291.231463], [1010.38719, 1184.783934], [1018.58501, 1203.884057], [133.24233, 1434.489223], [1023.1698, 1297.994287], [1044.99946, 1196.275834], [1036.26161, 1047.786181], [1013.65208, 1382.846059], [1057.14326, 1222.285229], [1027.61752, 1370.237618]]
129.724864	1517.849147	[[113.92224, 1497.252133], [133.24233, 1434.489223], [106.74986, 1703.239394], [104.30419, 1291.231463], [107.95372, 1250.155847], [113.9998, 1240.312878], [1015.34458, 1620.245176], [1013.65208, 1382.846059], [1027.61752, 1370.237618], [1031.25422, 1391.279406], [1038.06165, 1606.520877], [1023.1698, 1297.994287]]
1299.505292	1167.527258	[[1299.50529, 1167.527258], [1322.1829, 1140.45423], [1310.06546, 1128.95667], [1356.83446, 1207.125111], [1262.52275, 1106.402471], [1373.85581, 1168.765591], [1312.06949, 1248.952672], [1218.06915, 1194.362669], [1237.51021, 1228.456031], [1218.37262, 1230.597173], [1259.55773, 1065.850642], [1366.03489, 1264.373403]]
1245.609181	811.264005	[[1277.10694, 1012.89954], [1225.35064, 1027.765823], [1110.72794, 1003.566138], [1255.51628, 1046.640573], [1207.99306, 1044.926304], [1239.69926, 1055.856398], [1259.55773, 1065.850642], [1171.09424, 1085.630994], [1262.52275, 1106.402471], [1146.5017, 1117.977868], [1310.06546, 1128.95667], [1159.76701, 1130.158687]]
1702.848770	800.352764	[[1858.26063, 912.61709], [1780.96054, 1048.872409], [1776.36367, 1083.289839], [1703.93867, 1105.923518], [1669.23917, 1116.179408], [1703.85582, 1145.574783], [1825.17234, 1127.929555], [1772.66785, 1177.29105], [1714.75278, 1189.600266], [1649.96714, 1210.713167], [1699.03818, 1218.658548], [1644.59102, 1219.632654]]
123.938302	108.070845	[[123.9383, 108.070845], [12.84032, 14.114919], [10.60268, 14.963544], [11.78997, -4.741727], [-4.41848, 13.553838], [-1.11538, 0.152629], [1128.80868, 103.531429], [1155.24869, 134.124058], [113.9998, 1240.312878], [107.95372, 1250.155847], [1291.96, 115.259712], [104.30419, 1291.231463]]
1670.561231	1881.739917	[[1692.41839, 1772.057334], [1780.65769, 1819.308502], [1662.95982, 1752.27712], [1585.89566, 1782.613977], [1630.93554, 1755.454938], [1624.80417, 1754.396178], [1633.57236, 1744.990561], [1719.07473, 1746.624835], [1624.27095, 1745.432049], [1755.04287, 1747.401986], [1593.41541, 1724.171183], [1628.24059, 1708.235724]]
1723.588780	57.439111	[[1795.58383, 113.749695], [1632.95603, 117.954188], [1358.75108, 111.246446], [1291.96, 115.259712], [1128.80868, 103.531429], [1858.26063, 912.61709], [811.97154, 103.553547], [773.12043, 101.483559], [1780.96054, 1048.872409], [1776.36367, 1083.289839], [1703.93867, 1105.923518], [1277.10694, 1012.89954]]
